Street,Suburb,Property Number,Lot/DP,Land Number 1,Land Number 2,Land Numbers,Description,Ward,Status,Area1,Area2,Areas,Zone1,Zone2,Zones,Application,Content
"14 SYDNEY AV","CAMP HILL",890102,1SP154153,11025298,N/A,N/A,"L.1 SP.154153 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-BO - BUSHFIRE OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-BO-HBU - BUSHFIRE OVERLAY - HIGH HAZARD BUFFER AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"15 SYDNEY AV","CAMP HILL",1029044,2SP223886,11280468,N/A,N/A,"L.2 SP.223886 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"A002681712 - House On Small Lot, House in DCP (New House), House On Small Lot, House in DCP (New House)","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-BO - BUSHFIRE OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-BO-HBU - BUSHFIRE OVERLAY - HIGH HAZARD BUFFER AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"16 SYDNEY AV","CAMP HILL",890103,2SP154153,11025299,N/A,N/A,"L.2 SP.154153 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-BO - BUSHFIRE OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-BO-HBU - BUSHFIRE OVERLAY - HIGH HAZARD BUFFER AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"17 SYDNEY AV","CAMP HILL",1144104,3SP268434,11360272,N/A,N/A,"L.3 SP.268434 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-BO - BUSHFIRE OVERLAY | QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-BO-HBU - BUSHFIRE OVERLAY - HIGH HAZARD BUFFER AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"18 SYDNEY AV","CAMP HILL",1007208,3SP207888,11265482,N/A,N/A,"L.3 SP.207888 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-BO - BUSHFIRE OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-BO-HBU - BUSHFIRE OVERLAY - HIGH HAZARD BUFFER AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"19 SYDNEY AV","CAMP HILL",1144105,4SP268434,11360273,N/A,N/A,"L.4 SP.268434 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"A003975643 - Dwelling House, Dwelling House","QPP-BO - BUSHFIRE OVERLAY | QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-BO-HBU - BUSHFIRE OVERLAY - HIGH HAZARD BUFFER AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"19 SYDNEY AV","CAMP HILL",552034,127RP13178,10825959,N/A,N/A,"L.127 RP.13178 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 809 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"A001647087 - Subdivision of LandA002991422 - Subdivision of LandA003706419 - Subdivision of LandA003917229 - Plan SealingA003942398 -","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-BO - BUSHFIRE OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-BO-HBU - BUSHFIRE OVERLAY - HIGH HAZARD BUFFER AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"20 SYDNEY AV","CAMP HILL",1007209,4SP207888,11265483,N/A,N/A,"L.4 SP.207888 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-BO - BUSHFIRE OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-BO-HBU - BUSHFIRE OVERLAY - HIGH HAZARD BUFFER AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"21 SYDNEY AV","CAMP HILL",1132824,1SP202329,11352447,N/A,N/A,"L.1 SP.202329 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"22 SYDNEY AV","CAMP HILL",909762,1SP174794,11034355,N/A,N/A,"L.1 SP.174794 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-BO - BUSHFIRE OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"23 SYDNEY AV","CAMP HILL",1132825,2SP202329,11352448,N/A,N/A,"L.2 SP.202329 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"24 SYDNEY AV","CAMP HILL",909763,2SP174794,11034356,N/A,N/A,"L.2 SP.174794 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"25 SYDNEY AV","CAMP HILL",911746,1SP171332,11033816,N/A,N/A,"L.1 SP.171332 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"26 SYDNEY AV","CAMP HILL",1096243,1SP250604,11324585,N/A,N/A,"L.1 SP.250604 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"27 SYDNEY AV","CAMP HILL",911747,2SP171332,11033817,N/A,N/A,"L.2 SP.171332 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
"28 SYDNEY AV","CAMP HILL",1096244,2SP250604,11324586,N/A,N/A,"L.2 SP.250604 PAR BULIMBA",MORNINGSIDE,CURRENT,"Area: 405 sq.m",N/A,N/A,"QPP-LDR - LOW DENSITY RESIDENTIAL ZONE",N/A,N/A,"There are no applications against this property","QPP-SHO - STREETSCAPE HIERARCHY OVERLAY | QPP-DHO - DWELLING HOUSE CHARACTER OVERLAY | QPP-CIO - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY | QPP-AEO-PANS - AIRPORT ENVIRONS OVERLAY - PROCEDURES AIR NAV SERVICES-AIRCRAFT OPS SURFACES SUB-CATEGORIES | QPP-AEO-S13 - AIRPORT ENVIRONS OVERLAY - BBS SUB-CATEGORIES - DISTANCE FROM AIRPORT 8-13KM SUB-CATEGORY | QPP-CIO-CIM - CRITICAL INFRASTRUCTURE AND MOVEMENT NETWORK (CIMN) OVERLAY - CIMN PLANNING AREA SUB-CATEGORY | QPP-AEO-OLS - AIRPORT ENVIRONS OVERLAY - OBSTACLE LIMITATION SURFACES (OLS) SUB-CATEGORIES | QPP-RHO - ROAD HIERARCHY OVERLAY | QPP-AEO - AIRPORT ENVIRONS OVERLAY | QPP-BNO - BICYCLE NETWORK OVERLAY | QPP-AEO-BBS - AIRPORT ENVIRONS OVERLAY - BIRD AND BAT STRIKE ZONE SUB-CATEGORIES | QPP-AEO-OHL - AIRPORT ENVIRONS OVERLAY - HORIZONTAL LIMITATION SURFACE BOUNDARY SUB-CATEGORY | QPP-RGNP - RIVER GATEWAY NEIGHBOURHOOD PLAN |"
